Timestamp,UsedRAM_MB,TotalRAM_MB,CPU_Usage_Percent
2025-12-25 19:26:42,1142,2762,13.0
2025-12-25 19:26:43,1142,2762,5.0
2025-12-25 19:26:44,1145,2762,19.6
2025-12-25 19:26:45,1143,2762,11.7
2025-12-25 19:26:46,1143,2762,5.7
2025-12-25 19:26:47,1146,2762,15.3
2025-12-25 19:26:48,1145,2762,19.7
2025-12-25 19:26:49,1145,2762,6.9
2025-12-25 19:26:50,1146,2762,10.3
2025-12-25 19:26:51,1140,2762,34.5
2025-12-25 19:26:53,1139,2762,18.4
2025-12-25 19:26:54,1140,2762,18.6
2025-12-25 19:26:55,1142,2762,13.8
2025-12-25 19:26:56,1140,2762,16.2
2025-12-25 19:26:57,1140,2762,10.7
2025-12-25 19:26:58,1143,2762,19.7
2025-12-25 19:26:59,1142,2762,17.2
2025-12-25 19:27:00,1141,2762,10.0
2025-12-25 19:27:02,1142,2762,13.5
2025-12-25 19:27:03,1143,2762,21.0
2025-12-25 19:27:04,1143,2762,12.2
2025-12-25 19:27:05,1144,2762,15.6
2025-12-25 19:27:06,1145,2762,16.5
2025-12-25 19:27:07,1144,2762,9.7
2025-12-25 19:27:08,1145,2762,9.8
2025-12-25 19:27:09,1146,2762,20.0
2025-12-25 19:27:10,1144,2762,11.9
2025-12-25 19:27:11,1144,2762,13.3
2025-12-25 19:27:12,1147,2762,20.8
2025-12-25 19:27:13,1146,2762,17.7
2025-12-25 19:27:14,1138,2762,23.2
2025-12-25 19:27:15,1139,2762,18.6
2025-12-25 19:27:16,1139,2762,13.3
2025-12-25 19:27:17,1138,2762,10.5
